instant,data,season,ano,mes,hora,feriado,dia_semana,dia_util,clima,temperatura_normalizada,sensacao_termica_normalizada,umidade_normalizada,vento_normalizado,usuarios_casuais,usuarios_registrados,total_locacoes,periodo_dia,nivel_demanda,descricao_clima,descricao_estacao
12927,2012-06-27,3,1,6,19,False,3,True,1,0.78,0.6818,0.29,0.3284,101,542,643,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12928,2012-06-27,3,1,6,20,False,3,True,1,0.76,0.6667,0.31,0.194,76,369,445,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12929,2012-06-27,3,1,6,21,False,3,True,1,0.74,0.6515,0.35,0.1343,54,313,367,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12930,2012-06-27,3,1,6,22,False,3,True,1,0.72,0.6515,0.39,0.0896,52,245,297,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12931,2012-06-27,3,1,6,23,False,3,True,1,0.68,0.6364,0.47,0.1343,11,148,159,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
12932,2012-06-28,3,1,6,0,False,4,True,1,0.66,0.6212,0.5,0.1045,2,52,54,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12933,2012-06-28,3,1,6,1,False,4,True,1,0.66,0.6212,0.54,0.0,11,14,25,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12934,2012-06-28,3,1,6,2,False,4,True,1,0.66,0.6212,0.5,0.0896,1,12,13,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12935,2012-06-28,3,1,6,3,False,4,True,1,0.66,0.6212,0.5,0.0896,1,6,7,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12936,2012-06-28,3,1,6,4,False,4,True,1,0.62,0.6061,0.61,0.1045,0,11,11,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12937,2012-06-28,3,1,6,5,False,4,True,1,0.62,0.6212,0.57,0.0896,8,39,47,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12938,2012-06-28,3,1,6,6,False,4,True,1,0.62,0.6212,0.57,0.0896,8,185,193,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
12939,2012-06-28,3,1,6,7,False,4,True,1,0.62,0.6061,0.61,0.1045,24,484,508,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12940,2012-06-28,3,1,6,8,False,4,True,1,0.66,0.6212,0.5,0.1343,40,577,617,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12941,2012-06-28,3,1,6,9,False,4,True,1,0.7,0.6515,0.54,0.1642,33,318,351,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12942,2012-06-28,3,1,6,10,False,4,True,1,0.74,0.6667,0.48,0.194,40,144,184,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
12943,2012-06-28,3,1,6,11,False,4,True,1,0.8,0.697,0.31,0.194,41,170,211,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
12944,2012-06-28,3,1,6,12,False,4,True,1,0.84,0.7121,0.26,0.2836,49,227,276,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12945,2012-06-28,3,1,6,13,False,4,True,1,0.86,0.7424,0.26,0.2239,31,205,236,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12946,2012-06-28,3,1,6,14,False,4,True,1,0.86,0.7273,0.25,0.3284,66,188,254,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12947,2012-06-28,3,1,6,15,False,4,True,1,0.86,0.7273,0.25,0.3284,24,195,219,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
12948,2012-06-28,3,1,6,16,False,4,True,1,0.88,0.7424,0.23,0.194,56,331,387,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12949,2012-06-28,3,1,6,17,False,4,True,1,0.88,0.7424,0.22,0.194,71,634,705,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12950,2012-06-28,3,1,6,18,False,4,True,1,0.86,0.7273,0.25,0.2239,100,597,697,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12951,2012-06-28,3,1,6,19,False,4,True,1,0.84,0.7273,0.3,0.2985,79,492,571,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12952,2012-06-28,3,1,6,20,False,4,True,1,0.82,0.7273,0.34,0.194,71,399,470,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12953,2012-06-28,3,1,6,21,False,4,True,1,0.76,0.697,0.55,0.194,89,309,398,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12954,2012-06-28,3,1,6,22,False,4,True,1,0.76,0.697,0.52,0.1642,50,224,274,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12955,2012-06-28,3,1,6,23,False,4,True,1,0.74,0.6667,0.48,0.1343,26,145,171,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
12956,2012-06-29,3,1,6,0,False,5,True,1,0.74,0.6667,0.48,0.1343,24,90,114,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
12957,2012-06-29,3,1,6,1,False,5,True,1,0.74,0.6667,0.51,0.1642,9,33,42,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12958,2012-06-29,3,1,6,2,False,5,True,1,0.72,0.6667,0.58,0.194,3,15,18,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12959,2012-06-29,3,1,6,3,False,5,True,1,0.72,0.6667,0.58,0.194,3,5,8,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12960,2012-06-29,3,1,6,4,False,5,True,1,0.7,0.6515,0.65,0.1642,1,9,10,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12961,2012-06-29,3,1,6,5,False,5,True,1,0.7,0.6515,0.61,0.1045,6,39,45,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12962,2012-06-29,3,1,6,6,False,5,True,2,0.7,0.6515,0.61,0.1642,15,148,163,MANHA,MEDIA,NEVOA_NUBLADO,OUTONO
12963,2012-06-29,3,1,6,7,False,5,True,1,0.7,0.6515,0.61,0.1045,19,361,380,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12964,2012-06-29,3,1,6,8,False,5,True,2,0.74,0.6818,0.55,0.1045,48,576,624,MANHA,ALTA,NEVOA_NUBLADO,OUTONO
12965,2012-06-29,3,1,6,9,False,5,True,1,0.76,0.697,0.55,0.1642,39,261,300,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12966,2012-06-29,3,1,6,10,False,5,True,1,0.9,0.8333,0.39,0.2985,32,139,171,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
12967,2012-06-29,3,1,6,11,False,5,True,2,0.9,0.8485,0.42,0.2836,51,137,188,MANHA,MEDIA,NEVOA_NUBLADO,OUTONO
12968,2012-06-29,3,1,6,12,False,5,True,2,0.92,0.8788,0.4,0.2537,53,173,226,TARDE,ALTA,NEVOA_NUBLADO,OUTONO
12969,2012-06-29,3,1,6,13,False,5,True,1,0.94,0.8788,0.38,0.194,45,194,239,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12970,2012-06-29,3,1,6,14,False,5,True,1,0.96,0.9091,0.36,0.2239,49,184,233,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12971,2012-06-29,3,1,6,15,False,5,True,1,0.96,0.9091,0.36,0.0,47,183,230,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12972,2012-06-29,3,1,6,16,False,5,True,1,0.96,0.9091,0.36,0.0,59,292,351,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12973,2012-06-29,3,1,6,17,False,5,True,1,0.98,0.9242,0.34,0.194,82,457,539,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12974,2012-06-29,3,1,6,18,False,5,True,1,0.96,0.8636,0.31,0.0,50,414,464,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12975,2012-06-29,3,1,6,19,False,5,True,1,0.9,0.8788,0.47,0.194,60,303,363,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12976,2012-06-29,3,1,6,20,False,5,True,1,0.92,0.8939,0.42,0.2537,53,255,308,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12977,2012-06-29,3,1,6,21,False,5,True,2,0.86,0.8333,0.53,0.194,41,195,236,NOITE,ALTA,NEVOA_NUBLADO,OUTONO
12978,2012-06-29,3,1,6,22,False,5,True,3,0.82,0.8333,0.63,0.194,34,129,163,NOITE,MEDIA,CHUVA_NEVE_LEVE,OUTONO
12979,2012-06-29,3,1,6,23,False,5,True,3,0.82,0.8333,0.63,0.194,6,42,48,NOITE,BAIXA,CHUVA_NEVE_LEVE,OUTONO
12980,2012-06-30,3,1,6,0,False,6,False,3,0.64,0.5758,0.89,0.1642,4,65,69,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,OUTONO
12981,2012-06-30,3,1,6,1,False,6,False,3,0.64,0.5758,0.89,0.2239,3,55,58,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,OUTONO
12982,2012-06-30,3,1,6,2,False,6,False,2,0.64,0.5758,0.89,0.0,7,54,61,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
12983,2012-06-30,3,1,6,3,False,6,False,2,0.64,0.5758,0.89,0.0,3,20,23,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
12984,2012-06-30,3,1,6,4,False,6,False,2,0.62,0.5455,0.94,0.0,3,15,18,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
12985,2012-06-30,3,1,6,5,False,6,False,1,0.64,0.5758,0.89,0.1642,3,7,10,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12986,2012-06-30,3,1,6,6,False,6,False,1,0.64,0.5758,0.89,0.1642,6,36,42,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
12987,2012-06-30,3,1,6,7,False,6,False,1,0.64,0.5758,0.89,0.1642,10,82,92,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
12988,2012-06-30,3,1,6,8,False,6,False,1,0.64,0.5758,0.89,0.1642,26,168,194,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
12989,2012-06-30,3,1,6,9,False,6,False,1,0.64,0.5758,0.89,0.1642,41,234,275,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12990,2012-06-30,3,1,6,10,False,6,False,1,0.88,0.7727,0.3,0.2537,96,308,404,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12991,2012-06-30,3,1,6,11,False,6,False,1,0.88,0.7727,0.3,0.2537,102,350,452,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12992,2012-06-30,3,1,6,12,False,6,False,1,0.88,0.7727,0.3,0.2537,143,328,471,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12993,2012-06-30,3,1,6,13,False,6,False,1,0.88,0.7727,0.3,0.2537,105,323,428,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12994,2012-06-30,3,1,6,14,False,6,False,1,0.88,0.7727,0.3,0.2537,114,295,409,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12995,2012-06-30,3,1,6,15,False,6,False,1,0.88,0.7727,0.3,0.2537,117,287,404,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12996,2012-06-30,3,1,6,16,False,6,False,1,0.9,0.7879,0.29,0.1642,109,264,373,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12997,2012-06-30,3,1,6,17,False,6,False,1,0.88,0.7727,0.32,0.1343,131,231,362,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12998,2012-06-30,3,1,6,18,False,6,False,1,0.88,0.7879,0.35,0.0,91,248,339,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
12999,2012-06-30,3,1,6,19,False,6,False,1,0.84,0.7576,0.44,0.2537,134,240,374,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13000,2012-06-30,3,1,6,20,False,6,False,1,0.82,0.7727,0.52,0.1642,88,204,292,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13001,2012-06-30,3,1,6,21,False,6,False,1,0.82,0.7727,0.52,0.1642,48,165,213,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13002,2012-06-30,3,1,6,22,False,6,False,1,0.78,0.7424,0.62,0.1642,38,134,172,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13003,2012-06-30,3,1,6,23,False,6,False,1,0.78,0.7424,0.62,0.0896,33,119,152,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13004,2012-07-01,3,1,7,0,False,0,False,1,0.76,0.7273,0.66,0.0,27,122,149,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13005,2012-07-01,3,1,7,1,False,0,False,1,0.74,0.697,0.7,0.1343,12,81,93,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13006,2012-07-01,3,1,7,2,False,0,False,1,0.72,0.697,0.74,0.0896,21,69,90,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13007,2012-07-01,3,1,7,3,False,0,False,1,0.72,0.7121,0.84,0.1343,6,27,33,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13008,2012-07-01,3,1,7,4,False,0,False,1,0.7,0.6667,0.79,0.194,0,4,4,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13009,2012-07-01,3,1,7,5,False,0,False,1,0.68,0.6364,0.79,0.1045,3,7,10,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13010,2012-07-01,3,1,7,6,False,0,False,1,0.7,0.6667,0.79,0.0896,8,19,27,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13011,2012-07-01,3,1,7,7,False,0,False,1,0.74,0.697,0.7,0.0,13,37,50,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13012,2012-07-01,3,1,7,8,False,0,False,1,0.78,0.7424,0.62,0.1045,36,106,142,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13013,2012-07-01,3,1,7,9,False,0,False,1,0.82,0.7879,0.56,0.0,51,168,219,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13014,2012-07-01,3,1,7,10,False,0,False,1,0.86,0.7879,0.44,0.2985,98,268,366,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13015,2012-07-01,3,1,7,11,False,0,False,1,0.88,0.803,0.39,0.2239,121,256,377,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13016,2012-07-01,3,1,7,12,False,0,False,1,0.9,0.8182,0.37,0.2239,114,319,433,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13017,2012-07-01,3,1,7,13,False,0,False,1,0.92,0.8333,0.33,0.2537,111,309,420,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13018,2012-07-01,3,1,7,14,False,0,False,1,0.92,0.8333,0.33,0.2537,98,346,444,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13019,2012-07-01,3,1,7,15,False,0,False,1,0.9,0.8182,0.37,0.2836,101,244,345,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13020,2012-07-01,3,1,7,16,False,0,False,1,0.92,0.8333,0.33,0.2985,85,228,313,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13021,2012-07-01,3,1,7,17,False,0,False,1,0.92,0.803,0.26,0.2985,90,323,413,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13022,2012-07-01,3,1,7,18,False,0,False,1,0.88,0.7727,0.32,0.3582,95,275,370,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13023,2012-07-01,3,1,7,19,False,0,False,1,0.84,0.7424,0.39,0.1343,103,279,382,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13024,2012-07-01,3,1,7,20,False,0,False,1,0.84,0.7424,0.39,0.1343,88,244,332,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13025,2012-07-01,3,1,7,21,False,0,False,1,0.84,0.7424,0.39,0.1343,77,181,258,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13026,2012-07-01,3,1,7,22,False,0,False,1,0.82,0.7424,0.43,0.1343,41,110,151,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13027,2012-07-01,3,1,7,23,False,0,False,3,0.78,0.7121,0.52,0.1642,22,88,110,NOITE,MEDIA,CHUVA_NEVE_LEVE,OUTONO
13028,2012-07-02,3,1,7,0,False,1,True,2,0.76,0.7121,0.58,0.2239,12,31,43,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
13029,2012-07-02,3,1,7,1,False,1,True,2,0.76,0.7121,0.58,0.194,3,14,17,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
13030,2012-07-02,3,1,7,2,False,1,True,2,0.74,0.6667,0.51,0.2537,1,14,15,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
13031,2012-07-02,3,1,7,3,False,1,True,2,0.72,0.6667,0.54,0.4179,0,5,5,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
13032,2012-07-02,3,1,7,4,False,1,True,2,0.72,0.6667,0.54,0.2985,2,10,12,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
13033,2012-07-02,3,1,7,5,False,1,True,2,0.72,0.6667,0.51,0.0,3,37,40,MADRUGADA,BAIXA,NEVOA_NUBLADO,OUTONO
13034,2012-07-02,3,1,7,6,False,1,True,1,0.7,0.6515,0.58,0.1045,4,132,136,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13035,2012-07-02,3,1,7,7,False,1,True,1,0.74,0.6667,0.51,0.1045,8,390,398,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13036,2012-07-02,3,1,7,8,False,1,True,1,0.76,0.697,0.52,0.194,20,548,568,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13037,2012-07-02,3,1,7,9,False,1,True,1,0.78,0.697,0.46,0.2537,56,239,295,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13038,2012-07-02,3,1,7,10,False,1,True,1,0.8,0.7273,0.43,0.2537,70,104,174,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13039,2012-07-02,3,1,7,11,False,1,True,1,0.84,0.7273,0.28,0.2985,67,134,201,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13040,2012-07-02,3,1,7,12,False,1,True,1,0.84,0.7273,0.32,0.194,74,183,257,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13041,2012-07-02,3,1,7,13,False,1,True,1,0.86,0.7576,0.34,0.2239,74,162,236,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13042,2012-07-02,3,1,7,14,False,1,True,1,0.86,0.7576,0.34,0.2239,79,151,230,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13043,2012-07-02,3,1,7,15,False,1,True,1,0.84,0.7424,0.36,0.194,59,175,234,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13044,2012-07-02,3,1,7,16,False,1,True,1,0.84,0.7424,0.36,0.2836,61,304,365,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13045,2012-07-02,3,1,7,17,False,1,True,1,0.84,0.7273,0.32,0.1343,82,665,747,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13046,2012-07-02,3,1,7,18,False,1,True,1,0.84,0.7273,0.32,0.1642,72,658,730,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13047,2012-07-02,3,1,7,19,False,1,True,1,0.78,0.697,0.43,0.1343,71,510,581,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13048,2012-07-02,3,1,7,20,False,1,True,1,0.78,0.697,0.43,0.1343,38,357,395,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13049,2012-07-02,3,1,7,21,False,1,True,1,0.76,0.6818,0.45,0.1343,17,241,258,NOITE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13050,2012-07-02,3,1,7,22,False,1,True,1,0.74,0.6667,0.51,0.1642,19,169,188,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13051,2012-07-02,3,1,7,23,False,1,True,1,0.74,0.6667,0.51,0.1045,12,90,102,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13052,2012-07-03,3,1,7,0,False,2,True,1,0.72,0.6667,0.54,0.0,9,44,53,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13053,2012-07-03,3,1,7,1,False,2,True,1,0.72,0.6667,0.58,0.0,5,9,14,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13054,2012-07-03,3,1,7,2,False,2,True,1,0.72,0.6667,0.58,0.0,2,8,10,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13055,2012-07-03,3,1,7,3,False,2,True,1,0.7,0.6515,0.65,0.1343,0,2,2,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13056,2012-07-03,3,1,7,4,False,2,True,1,0.68,0.6364,0.65,0.1045,0,6,6,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13057,2012-07-03,3,1,7,5,False,2,True,1,0.7,0.6515,0.61,0.0,2,33,35,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13058,2012-07-03,3,1,7,6,False,2,True,1,0.7,0.6515,0.65,0.1343,5,149,154,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13059,2012-07-03,3,1,7,7,False,2,True,1,0.74,0.6818,0.58,0.0,21,462,483,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13060,2012-07-03,3,1,7,8,False,2,True,1,0.74,0.6818,0.62,0.0896,42,604,646,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13061,2012-07-03,3,1,7,9,False,2,True,1,0.8,0.7424,0.49,0.1642,46,226,272,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13062,2012-07-03,3,1,7,10,False,2,True,1,0.82,0.7424,0.43,0.2239,56,153,209,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13063,2012-07-03,3,1,7,11,False,2,True,1,0.86,0.7576,0.34,0.194,66,151,217,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13064,2012-07-03,3,1,7,12,False,2,True,1,0.88,0.7576,0.28,0.194,74,198,272,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13065,2012-07-03,3,1,7,13,False,2,True,1,0.9,0.7727,0.25,0.1343,80,203,283,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13066,2012-07-03,3,1,7,14,False,2,True,1,0.9,0.7727,0.25,0.194,69,241,310,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13067,2012-07-03,3,1,7,15,False,2,True,2,0.9,0.7727,0.24,0.0,71,330,401,TARDE,ALTA,NEVOA_NUBLADO,OUTONO
13068,2012-07-03,3,1,7,16,False,2,True,2,0.9,0.7727,0.24,0.194,90,437,527,TARDE,ALTA,NEVOA_NUBLADO,OUTONO
13069,2012-07-03,3,1,7,17,False,2,True,2,0.86,0.7424,0.3,0.1642,102,620,722,TARDE,ALTA,NEVOA_NUBLADO,OUTONO
13070,2012-07-03,3,1,7,18,False,2,True,2,0.86,0.7424,0.3,0.0,85,542,627,NOITE,ALTA,NEVOA_NUBLADO,OUTONO
13071,2012-07-03,3,1,7,19,False,2,True,2,0.84,0.7424,0.36,0.1343,66,431,497,NOITE,ALTA,NEVOA_NUBLADO,OUTONO
13072,2012-07-03,3,1,7,20,False,2,True,3,0.76,0.697,0.55,0.4925,80,296,376,NOITE,ALTA,CHUVA_NEVE_LEVE,OUTONO
13073,2012-07-03,3,1,7,21,False,2,True,2,0.7,0.6515,0.7,0.2836,36,160,196,NOITE,MEDIA,NEVOA_NUBLADO,OUTONO
13074,2012-07-03,3,1,7,22,False,2,True,1,0.68,0.6364,0.79,0.194,26,151,177,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13075,2012-07-03,3,1,7,23,False,2,True,1,0.66,0.6061,0.83,0.0,19,152,171,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13076,2012-07-04,3,1,7,0,True,3,False,1,0.68,0.6364,0.79,0.0896,19,140,159,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13077,2012-07-04,3,1,7,1,True,3,False,1,0.68,0.6364,0.74,0.0,27,96,123,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13078,2012-07-04,3,1,7,2,True,3,False,1,0.66,0.6061,0.83,0.1343,27,66,93,MADRUGADA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13079,2012-07-04,3,1,7,3,True,3,False,1,0.68,0.6364,0.74,0.194,9,23,32,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13080,2012-07-04,3,1,7,4,True,3,False,1,0.68,0.6364,0.69,0.2537,5,11,16,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13081,2012-07-04,3,1,7,5,True,3,False,1,0.66,0.6212,0.69,0.0,5,14,19,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13082,2012-07-04,3,1,7,6,True,3,False,1,0.66,0.6212,0.69,0.0,9,23,32,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,OUTONO
13083,2012-07-04,3,1,7,7,True,3,False,1,0.68,0.6364,0.65,0.0,10,62,72,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13084,2012-07-04,3,1,7,8,True,3,False,1,0.7,0.6515,0.61,0.1045,43,110,153,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,OUTONO
13085,2012-07-04,3,1,7,9,True,3,False,1,0.76,0.697,0.52,0.0,90,203,293,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13086,2012-07-04,3,1,7,10,True,3,False,1,0.8,0.7273,0.46,0.0,143,304,447,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13087,2012-07-04,3,1,7,11,True,3,False,1,0.82,0.7576,0.46,0.1343,164,321,485,MANHA,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13088,2012-07-04,3,1,7,12,True,3,False,1,0.86,0.7879,0.41,0.2239,164,330,494,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13089,2012-07-04,3,1,7,13,True,3,False,1,0.9,0.8182,0.35,0.0,177,322,499,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
13090,2012-07-04,3,1,7,14,True,3,False,1,0.9,0.8182,0.37,0.1642,190,357,547,TARDE,ALTA,LIMPO_POUCAS_NUVENS,OUTONO
